TXTID	StoreID	CarID	Plan_ID	Unique_Sale	Revenue
1143	1	2	8	34	1125
1144	8	10	9	34	1125
1145	6	8	9	34	1125
1146	7	1	9	34	1125
1147	10	9	9	34	1125
1148	3	10	10	34	1125
1149	1	11	10	34	1125
1150	8	11	10	34	1125
1151	9	7	10	34	1125
1152	4	5	1	35	1325
1153	1	11	1	35	1325
1154	10	3	1	35	1325
1155	5	10	2	35	1325
1156	2	7	2	35	1325
1157	5	8	3	35	1325
1158	4	8	4	35	1325
1159	1	12	4	35	1325
1160	7	12	4	35	1325
1161	8	7	4	35	1325
1162	8	3	4	35	1325
1163	8	2	5	35	1325
1164	1	11	5	35	1325
1165	5	9	5	35	1325
1166	9	8	6	35	1325
1167	4	1	6	35	1325
1168	5	2	6	35	1325
1169	10	2	6	35	1325
1170	6	11	6	35	1325
1171	3	7	6	35	1325
1172	9	5	7	35	1325
1173	1	2	7	35	1325
1174	9	5	8	35	1325
1175	8	12	8	35	1325
1176	2	5	9	35	1325
1177	6	4	9	35	1325
1178	4	12	9	35	1325
1179	3	6	10	35	1325
1180	8	11	10	35	1325
